No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,remarkable,478,0.23,21,112,4.53
2,due,1029,0.49,25,145,3.68
3,that,22164,10.53,438,209,3.38
4,this,15612,7.42,133,210,2.16
5,in,63812,30.33,484,215,2.00
6,only,3902,1.85,27,198,1.86
7,if,3972,1.89,19,194,1.33
8,all,4560,2.17,20,200,1.21
9,is,37763,17.95,158,211,1.14
10,being,4623,2.20,19,211,1.11
11,by,21057,10.01,85,214,1.09
12,has,6011,2.86,24,203,1.07
13,from,16828,8.00,66,215,1.04
14,been,5652,2.69,21,207,0.97
15,these,7691,3.66,28,203,0.94
16,may,5368,2.55,18,204,0.82
17,we,8442,4.01,27,195,0.75
18,an,7427,3.53,23,209,0.70
19,not,9083,4.32,26,203,0.59
20,we,8442,4.01,24,195,0.58
21,to,50997,24.24,143,213,0.56
22,was,12653,6.01,35,207,0.54
23,it,19313,9.18,53,210,0.53
24,be,17216,8.18,47,214,0.52
25,i,9603,4.56,26,203,0.51
26,the,253090,120.28,675,215,0.49
27,be,17216,8.18,42,214,0.36
28,is,37763,17.95,90,211,0.33
29,which,20043,9.53,47,210,0.30
30,as,20640,9.81,48,213,0.29
31,this,15612,7.42,36,210,0.28
32,for,11587,5.51,26,212,0.24
33,in,63812,30.33,143,215,0.24
34,a,52305,24.86,116,215,0.22
35,by,21057,10.01,46,214,0.20
36,it,19313,9.18,42,210,0.19
37,but,9689,4.60,21,208,0.19
38,was,12653,6.01,27,207,0.17
39,have,9893,4.70,21,210,0.16
40,the,253090,120.28,518,215,0.11
41,are,15210,7.23,31,210,0.10
42,for,11587,5.51,22,212,-0.00
43,a,52305,24.86,99,215,-0.01
44,to,50997,24.24,93,213,-0.06
45,at,15526,7.38,27,214,-0.13
46,with,18553,8.82,32,213,-0.14
47,and,62519,29.71,107,214,-0.15
48,on,18126,8.61,31,214,-0.15
49,as,20640,9.81,35,213,-0.16
50,of,146543,69.65,247,214,-0.17
51,are,15210,7.23,23,210,-0.33
52,from,16828,8.00,24,215,-0.41
53,that,22164,10.53,31,209,-0.44
54,which,20043,9.53,28,210,-0.44
55,of,146543,69.65,160,214,-0.80
56,on,18126,8.61,19,214,-0.86
57,with,18553,8.82,18,213,-0.97
58,and,62519,29.71,49,214,-1.28
