No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,curious,164,0.05,16,67,6.31
2,interesting,249,0.08,15,100,5.62
3,that,17697,5.43,133,269,2.61
4,this,10607,3.25,72,266,2.47
5,in,43387,13.31,202,286,1.92
6,is,21217,6.51,95,283,1.87
7,if,3568,1.09,15,243,1.78
8,all,3394,1.04,12,244,1.53
9,is,21217,6.51,71,283,1.45
10,same,4842,1.49,14,256,1.24
11,when,5221,1.60,15,252,1.23
12,but,6698,2.05,19,260,1.21
13,we,5305,1.63,15,226,1.20
14,it,16317,5.01,46,266,1.20
15,may,4968,1.52,12,261,0.98
16,a,35362,10.85,83,285,0.94
17,have,7394,2.27,17,265,0.91
18,which,17207,5.28,39,267,0.89
19,not,7109,2.18,16,260,0.87
20,by,17114,5.25,36,286,0.78
21,i,10989,3.37,23,271,0.77
22,an,6021,1.85,12,268,0.70
23,an,6021,1.85,12,268,0.70
24,are,9525,2.92,17,278,0.54
25,to,39540,12.13,69,286,0.51
26,from,12207,3.75,21,272,0.49
27,the,177516,54.46,273,287,0.33
28,by,17114,5.25,26,286,0.31
29,this,10607,3.25,16,266,0.30
30,it,16317,5.01,24,266,0.26
31,as,13907,4.27,19,271,0.15
32,that,17697,5.43,24,269,0.14
33,was,9659,2.96,13,247,0.13
34,a,35362,10.85,45,285,0.05
35,in,43387,13.31,55,286,0.05
36,be,15250,4.68,19,274,0.02
37,be,15250,4.68,19,274,0.02
38,which,17207,5.28,20,267,-0.08
39,the,177516,54.46,206,287,-0.08
40,of,101825,31.24,114,287,-0.13
41,as,13907,4.27,15,271,-0.19
42,at,12808,3.93,13,283,-0.27
43,from,12207,3.75,12,272,-0.32
44,with,13110,4.02,12,283,-0.42
45,to,39540,12.13,36,286,-0.43
46,and,46177,14.17,42,286,-0.43
47,of,101825,31.24,74,287,-0.76
48,and,46177,14.17,26,286,-1.12
