No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,owing,369,0.17,17,68,4.65
2,that,15783,7.25,411,110,3.82
3,due,1131,0.52,29,98,3.80
4,view,667,0.31,14,91,3.51
5,in,44749,20.56,388,111,2.24
6,all,3109,1.43,22,107,1.95
7,they,3012,1.38,20,104,1.85
8,this,11252,5.17,65,111,1.65
9,no,3038,1.40,15,105,1.43
10,is,29857,13.72,135,111,1.30
11,only,2947,1.35,13,108,1.26
12,when,3369,1.55,14,108,1.18
13,by,15587,7.16,64,111,1.16
14,it,11930,5.48,47,110,1.10
15,there,3606,1.66,14,105,1.08
16,is,29857,13.72,99,111,0.85
17,it,11930,5.48,38,110,0.79
18,were,4568,2.10,14,104,0.74
19,but,5253,2.41,16,108,0.73
20,was,7560,3.47,23,106,0.73
21,the,161548,74.22,476,111,0.68
22,from,11293,5.19,31,110,0.58
23,been,4525,2.08,12,109,0.53
24,not,5865,2.69,15,110,0.48
25,not,5865,2.69,15,110,0.48
26,to,32527,14.94,81,111,0.44
27,be,14703,6.76,36,111,0.41
28,be,14703,6.76,35,111,0.37
29,the,161548,74.22,374,111,0.33
30,are,13455,6.18,30,111,0.28
31,which,10979,5.04,24,110,0.25
32,for,13381,6.15,29,110,0.24
33,an,5576,2.56,12,111,0.23
34,are,13455,6.18,27,111,0.13
35,and,44741,20.56,87,111,0.08
36,for,13381,6.15,25,110,0.02
37,a,39821,18.30,68,111,-0.11
38,to,32527,14.94,53,111,-0.17
39,was,7560,3.47,12,106,-0.21
40,that,15783,7.25,24,110,-0.27
41,at,9741,4.48,14,110,-0.35
42,in,44749,20.56,63,111,-0.38
43,this,11252,5.17,15,111,-0.46
44,from,11293,5.19,15,110,-0.47
45,of,93715,43.06,123,111,-0.49
46,a,39821,18.30,51,111,-0.52
47,with,12547,5.76,16,110,-0.53
48,with,12547,5.76,15,110,-0.62
49,as,11954,5.49,14,111,-0.65
50,by,15587,7.16,18,111,-0.67
51,on,12659,5.82,14,111,-0.73
52,of,93715,43.06,98,111,-0.81
53,as,11954,5.49,12,111,-0.87
54,and,44741,20.56,30,111,-1.45
