No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,this,9271,0.64,11,405,2.10
2,that,14952,1.04,15,413,1.86
3,in,27630,1.92,25,439,1.71
4,i,11649,0.81,9,421,1.48
5,a,25153,1.74,13,442,0.90
6,and,31066,2.15,12,435,0.48
7,to,28555,1.98,11,431,0.47
8,to,28555,1.98,11,431,0.47
9,in,27630,1.92,9,439,0.23
10,of,62318,4.32,17,441,-0.02
11,the,107307,7.44,28,443,-0.09
12,the,107307,7.44,27,443,-0.14
13,of,62318,4.32,10,441,-0.79
