No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,that,27936,12.59,429,291,3.09
2,in,80566,36.32,702,296,2.27
3,this,17548,7.91,149,290,2.24
4,if,5968,2.69,40,274,1.89
5,is,42274,19.06,191,292,1.33
6,being,5794,2.61,24,282,1.20
7,from,20277,9.14,81,293,1.15
8,being,5794,2.61,23,282,1.14
9,we,10700,4.82,41,263,1.09
10,has,6127,2.76,23,280,1.06
11,no,7162,3.23,26,268,1.01
12,is,42274,19.06,147,292,0.95
13,they,6550,2.95,22,275,0.90
14,when,6590,2.97,22,267,0.89
15,not,11053,4.98,34,289,0.77
16,these,8723,3.93,25,278,0.67
17,two,8387,3.78,24,278,0.67
18,have,11629,5.24,33,290,0.65
19,may,8080,3.64,22,282,0.59
20,as,25748,11.61,69,292,0.57
21,but,11251,5.07,30,287,0.56
22,are,19469,8.78,51,289,0.54
23,be,24936,11.24,64,293,0.51
24,by,29250,13.19,75,296,0.51
25,which,26619,12.00,68,294,0.50
26,it,24362,10.98,61,291,0.47
27,it,24362,10.98,61,291,0.47
28,the,306370,138.12,713,296,0.37
29,this,17548,7.91,37,290,0.23
30,the,306370,138.12,634,296,0.20
31,we,10700,4.82,22,263,0.19
32,for,16074,7.25,33,297,0.19
33,to,63100,28.45,129,294,0.18
34,a,62093,27.99,126,295,0.17
35,to,63100,28.45,124,294,0.12
36,a,62093,27.99,122,295,0.12
37,i,12225,5.51,23,284,0.06
38,be,24936,11.24,46,293,0.03
39,in,80566,36.32,141,296,-0.04
40,was,14483,6.53,25,276,-0.06
41,was,14483,6.53,25,276,-0.06
42,of,190748,85.99,326,296,-0.08
43,which,26619,12.00,45,294,-0.09
44,by,29250,13.19,48,296,-0.14
45,for,16074,7.25,26,297,-0.16
46,that,27936,12.59,40,291,-0.33
47,at,18861,8.50,26,291,-0.39
48,are,19469,8.78,26,289,-0.43
49,and,82056,36.99,107,296,-0.47
50,with,24009,10.82,31,293,-0.48
51,as,25748,11.61,33,292,-0.49
52,with,24009,10.82,30,293,-0.53
53,of,190748,85.99,189,296,-0.86
54,and,82056,36.99,62,296,-1.25
