No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,attention,580,0.29,32,159,4.79
2,matter,1706,0.85,72,174,4.40
3,that,43039,21.49,1215,268,3.82
4,due,3046,1.52,79,236,3.70
5,they,7129,3.56,55,266,1.95
6,this,26528,13.24,194,268,1.87
7,in,109561,54.70,739,269,1.76
8,there,8509,4.25,52,265,1.61
9,by,38768,19.35,192,269,1.31
10,we,16201,8.09,72,253,1.15
11,is,69361,34.63,308,269,1.15
12,all,7609,3.80,33,268,1.12
13,when,9572,4.78,40,264,1.07
14,no,9909,4.95,39,265,0.98
15,from,27048,13.50,106,268,0.97
16,has,9438,4.71,35,267,0.89
17,have,15277,7.63,56,268,0.88
18,it,33137,16.54,120,268,0.86
19,the,443962,221.64,1516,269,0.77
20,not,16752,8.36,56,268,0.74
21,is,69361,34.63,225,269,0.70
22,to,89842,44.85,289,269,0.69
23,as,38265,19.10,100,268,0.39
24,but,14909,7.44,37,267,0.31
25,be,36430,18.19,84,268,0.21
26,it,33137,16.54,76,268,0.20
27,the,443962,221.64,982,269,0.15
28,are,27740,13.85,61,267,0.14
29,by,38768,19.35,85,269,0.13
30,as,38265,19.10,83,268,0.12
31,be,36430,18.19,79,268,0.12
32,not,16752,8.36,36,268,0.11
33,a,100704,50.28,213,269,0.08
34,we,16201,8.09,34,253,0.07
35,i,16287,8.13,34,266,0.06
36,was,25647,12.80,53,266,0.05
37,in,109561,54.70,224,269,0.03
38,with,32346,16.15,64,269,-0.01
39,which,32699,16.32,63,268,-0.05
40,at,26039,13.00,50,268,-0.06
41,are,27740,13.85,52,267,-0.09
42,this,26528,13.24,47,268,-0.17
43,of,251482,125.55,439,270,-0.19
44,and,106370,53.10,182,270,-0.22
45,with,32346,16.15,51,269,-0.34
46,for,22986,11.48,36,269,-0.35
47,was,25647,12.80,39,266,-0.39
48,to,89842,44.85,134,269,-0.42
49,a,100704,50.28,145,269,-0.47
50,of,251482,125.55,353,270,-0.51
51,on,34279,17.11,43,270,-0.67
52,on,34279,17.11,36,270,-0.93
53,that,43039,21.49,44,268,-0.97
54,and,106370,53.10,54,270,-1.98
