No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,this,8527,1.17,29,233,2.63
2,very,3057,0.42,9,213,2.43
3,is,13500,1.85,34,234,2.20
4,that,13324,1.82,33,237,2.18
5,in,25533,3.50,52,254,1.90
6,but,5282,0.72,8,233,1.47
7,i,9248,1.27,14,235,1.47
8,is,13500,1.85,16,234,1.11
9,this,8527,1.17,9,233,0.95
10,that,13324,1.82,14,237,0.94
11,a,24007,3.29,23,251,0.81
12,it,13845,1.90,13,240,0.78
13,with,8678,1.19,8,229,0.75
14,was,8892,1.22,8,228,0.72
15,to,27862,3.81,24,251,0.65
16,as,9346,1.28,8,231,0.64
17,as,9346,1.28,8,231,0.64
18,a,24007,3.29,19,251,0.53
19,to,27862,3.81,20,251,0.39
20,be,11985,1.64,8,237,0.29
21,be,11985,1.64,8,237,0.29
22,in,25533,3.50,15,254,0.10
23,the,107489,14.71,58,256,-0.02
24,the,107489,14.71,47,256,-0.32
25,and,29734,4.07,13,255,-0.32
26,of,62046,8.49,23,257,-0.56
27,of,62046,8.49,19,257,-0.84
28,and,29734,4.07,9,255,-0.86
