No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,curious,113,0.03,8,61,6.17
2,general,762,0.19,7,151,3.22
3,this,7455,1.84,44,255,2.58
4,that,11526,2.84,54,252,2.25
5,in,24258,5.98,90,267,1.91
6,i,7604,1.87,19,257,1.34
7,is,13420,3.31,32,262,1.27
8,is,13420,3.31,32,262,1.27
9,be,10548,2.60,23,258,1.15
10,an,3879,0.96,8,253,1.07
11,which,10632,2.62,19,255,0.86
12,but,4064,1.00,7,256,0.81
13,it,11166,2.75,19,254,0.79
14,by,11341,2.79,17,266,0.60
15,which,10632,2.62,15,255,0.52
16,the,97053,23.91,136,272,0.51
17,with,7321,1.80,10,257,0.47
18,this,7455,1.84,10,255,0.44
19,a,22014,5.42,29,272,0.42
20,was,7276,1.79,9,244,0.33
21,was,7276,1.79,9,244,0.33
22,from,7381,1.82,9,259,0.31
23,that,11526,2.84,14,252,0.30
24,it,11166,2.75,13,254,0.24
25,be,10548,2.60,12,258,0.21
26,to,24031,5.92,27,265,0.19
27,and,25792,6.35,28,270,0.14
28,a,22014,5.42,23,272,0.08
29,as,7946,1.96,8,256,0.03
30,to,24031,5.92,23,265,-0.04
31,from,7381,1.82,7,259,-0.06
32,the,97053,23.91,92,272,-0.06
33,of,61917,15.26,56,270,-0.12
34,as,7946,1.96,7,256,-0.16
35,in,24258,5.98,21,267,-0.19
36,of,61917,15.26,39,270,-0.65
37,and,25792,6.35,16,270,-0.67
38,by,11341,2.79,7,266,-0.68
